"ID_fish","num_fish","cage","trial","boldness","bassin_bold","date_bold","exp_bold","video_bold","exploration","activity","bassin_exp","date_act","video_act","exp_act","mass_1","mass_2","mass_3","mass_4","TL_1","TL_2","TL_3","TL_4","SL_1","SL_2","SL_3","SL_4","BS_pre","BS_post_corps","BS_muscle","BS_post_tot","P04_alive","P04_dead","P013_alive","P013_dead","P06","gonade","treatment","P04_tot","adj_mass3","adj_mass4","bs_mod","dens_tot","dens_bs2","dens_ces","fulton1","fulton2","fulton3","fulton4","log_boldness","log_activity","id","z_log_activity","z_log_boldness","z_exploration","tank1","tank2","(id = ID_fish)"
"G/OG",53,"9",2,9,2,"04/07/2022","JAP",616,0.2235043,567.13,1,"02/07/2022",15,"JAP",2,1.8,2.4,2.5,52,53.3,56,56.4,42.5,43.4,46.2,45.9,2,0,0,0,0,0,0,0,0,0,"C",0,2.4,2.5,0,0,0,0,0.0260533279055567,0.0220192902683643,0.024338024000699,0.0258524645966267,-2.35308909906772,-0.914393824726564,"G/OG",-0.914393824726564,-2.35308909906772,-0.872935439446619,"2","1","G/OG"
"GO/B",49,"9",2,89,3,"05/07/2022","MG",1015,0.3537021,572.49,2,"03/07/2022",604,"JAP",1.8,1.9,2.2,1.9,49.5,49.1,51.9,53.1,41.2,41.6,43.8,43.4,20,0,0,0,0,0,0,0,0,0,"C",0,2.2,1.9,0,0,0,0,0.0257383591693076,0.0263920793980428,0.0261818511406576,0.0232425841721623,-0.04680559475426,-0.888915947765371,"GO/B",-0.888915947765371,-0.0468055947542596,0.977483687762075,"3","2","GO/B"
"O/GO",54,"9",2,187,3,"06/07/2022","MG",1023,0.3591954,543.52,2,"03/07/2022",603,"JAP",1.2,1.2,1.8,1.8,44.4,46,49.3,49,38.8,37.9,39.1,40.4,22,0,0,0,0,0,0,0,0,1,"C",0,1.8,1.8,0,0,0,0,0.0205440502786869,0.022042640422503,0.0301121824337874,0.027297847910465,0.70048544286347,-1.02956386101999,"O/GO",-1.02956386101999,0.700485442863471,1.05555649230636,"3","2","O/GO"
"O/OB",51,"9",2,54,1,"05/07/2022","JAP",4659,0.2925959,689.25,3,"03/07/2022",999,"MG",1.5,1.8,1.8,1.8,46.7,47.7,52.3,49.8,40.9,42,41,41.9,16,0,0,0,0,0,0,0,0,1,"C",0,1.8,1.8,0,0,0,0,0.0219240778246883,0.0242954324586978,0.0261168584321179,0.0244698009282456,-0.549700759489819,-0.386198647456689,"O/OB",-0.386198647456689,-0.549700759489818,0.109019848349735,"1","3","O/OB"
"B/OO",56,"10",1,658,2,"01/07/2022","JAP",591,0.3593265,1383.25,4,"22/06/2022",4500,"MG",2.3,2.7,3,3,55.5,55.9,56.5,59.1,45.8,45.7,46.6,46.4,2,0,0,0,0,0,0,0,0,1,"C",0,3,3,0,0,0,0,0.0239403999787159,0.0282888416036827,0.0296458225439009,0.0300308284472508,1.96674704914924,1.50049199590955,"B/OO",1.50049199590955,1.96674704914924,1.05741973383253,"2","4","B/OO"
"BO/G",55,"10",1,75,4,"30/06/2022","MG",531,0.3324926,1338.88,1,"24/06/2022",4,"JAP",2.4,2.2,2.7,2.8,55.8,56.1,59.1,56.8,46.6,45.6,47,48.4,4,0,0,0,0,0,0,0,0,1,"C",0,2.7,2.8,0,0,0,0,0.0237166580351207,0.0232021458694443,0.0260057983298498,0.0246957344398528,-0.21906463669789,1.41218922356253,"BO/G",1.41218922356253,-0.219064636697889,0.676046455500602,"4","1","BO/G"
"G/OO",59,"10",1,346,4,"30/06/2022","MG",530,0.2830026,1002.83,2,"24/06/2022",576,"JAP",1.6,1.7,2.1,2.2,47,49.5,50.8,50.5,39.5,41.1,42.2,41.6,24,0,0,0,0,0,0,0,0,0,"C",0,2.1,2.2,0,0,0,0,0.0259614350994546,0.0244863163334489,0.0279435733560317,0.0305592498293127,1.31980921447008,0.629418932304763,"G/OO",0.629418932304763,1.31980921447008,-0.0273236675395592,"4","2","G/OO"
"GO/O",58,"10",1,39,1,"29/06/2022","JAP",1,0.2808456,705.91,1,"23/06/2022",4590,"JAP",2,2,1.9,2.1,49.6,50,52.5,52.4,43.4,43.5,42.4,44,5,0,0,0,0,0,0,0,0,1,"C",0,1.9,2.1,0,0,0,0,0.0244658780759603,0.0242975354706053,0.0249261974650215,0.024652516904583,-0.877235215124145,-0.321510169784801,"GO/O",-0.321510169784801,-0.877235215124145,-0.0579797466544843,"1","1","GO/O"
"O/OO",60,"10",1,95,4,"29/06/2022","MG",524,0.2858871,1066.4,4,"23/06/2022",4507,"MG",2.4,2.8,2.8,2.8,55.9,55.6,58.3,59.9,47.1,47.2,44.6,48.5,2,0,0,0,0,0,0,0,0,1,"C",0,2.8,2.8,0,0,0,0,0.0229693402088608,0.0266276006797189,0.0315611962126204,0.0245432920662713,0.018858350895845,0.795888724943485,"O/OO",0.795888724943485,0.0188583508958454,0.0136719097469502,"4","4","O/OO"
"OB/B",57,"10",1,279,4,"01/07/2022","MG",4533,0.3584987,1566.94,1,"22/06/2022",950,"JAP",2.6,2.5,2.7,2.8,55.1,53.8,57.7,56.4,45.4,46.2,46.6,45.4,4,0,0,0,0,0,0,0,0,1,"C",0,2.7,2.8,0,0,0,0,0.0277847049559279,0.0253521083340614,0.0266812402895108,0.0299219899525377,1.10318535583793,1.83820905612054,"OB/B",1.83820905612054,1.10318535583793,1.04565473508829,"4","1","OB/B"
"B/OO",56,"10",2,59,2,"06/07/2022","JAP",637,0.3218292,709.97,1,"02/07/2022",17,"JAP",2.3,2.7,3,3,55.5,55.9,56.5,59.1,45.8,45.7,46.6,46.4,2,0,0,0,0,0,0,0,0,1,"C",0,3,3,0,0,0,0,0.0239403999787159,0.0282888416036827,0.0296458225439009,0.0300308284472508,-0.460572633232797,-0.305977143292203,"B/OO",-0.305977143292202,-0.460572633232797,0.524494283950259,"2","1","B/OO"
"BO/G",55,"10",2,91,1,"05/07/2022","JAP",4661,0.3177966,1285.97,2,"03/07/2022",606,"JAP",2.4,2.2,2.7,2.8,55.8,56.1,59.1,56.8,46.6,45.6,47,48.4,4,0,0,0,0,0,0,0,0,1,"C",0,2.7,2.8,0,0,0,0,0.0237166580351207,0.0232021458694443,0.0260057983298498,0.0246957344398528,-0.0244382254534814,1.30298299511363,"BO/G",1.30298299511363,-0.024438225453481,0.467181486250284,"1","2","BO/G"
"G/OO",59,"10",2,40,2,"05/07/2022","JAP",621,0.3019845,722.35,3,"03/07/2022",1000,"MG",1.6,1.7,2.1,2.2,47,49.5,50.8,50.5,39.5,41.1,42.2,41.6,24,0,0,0,0,0,0,0,0,0,"C",0,2.1,2.2,0,0,0,0,0.0259614350994546,0.0244863163334489,0.0279435733560317,0.0305592498293127,-0.851753089600784,-0.259155493741701,"G/OO",-0.2591554937417,-0.851753089600783,0.242454092382365,"2","3","G/OO"
"GO/O",58,"10",2,15,2,"04/07/2022","JAP",615,0.2090164,615.28,1,"03/07/2022",2,"JAP",2,2,1.9,2.1,49.6,50,52.5,52.4,43.4,43.5,42.4,44,5,0,0,0,0,0,0,0,0,1,"C",0,1.9,2.1,0,0,0,0,0.0244658780759603,0.0242975354706053,0.0249261974650215,0.024652516904583,-1.83894811682188,-0.693682947869506,"GO/O",-0.693682947869506,-1.83894811682188,-1.07884281478696,"2","1","GO/O"
"O/OO",60,"10",2,36,1,"04/07/2022","JAP",4652,0.246333,732.63,1,"03/07/2022",1,"JAP",2.4,2.8,2.8,2.8,55.9,55.6,58.3,59.9,47.1,47.2,44.6,48.5,2,0,0,0,0,0,0,0,0,1,"C",0,2.8,2.8,0,0,0,0,0.0229693402088608,0.0266276006797189,0.0315611962126204,0.0245432920662713,-0.957797415668222,-0.220881954517835,"O/OO",-0.220881954517835,-0.957797415668221,-0.548485539914453,"1","1","O/OO"
"OB/B",57,"10",2,36,2,"06/07/2022","JAP",636,0.2433132,1474.22,3,"02/07/2022",995,"MG",2.6,2.5,2.7,2.8,55.1,53.8,57.7,56.4,45.4,46.2,46.6,45.4,4,0,0,0,0,0,0,0,0,1,"C",0,2.7,2.8,0,0,0,0,0.0277847049559279,0.0253521083340614,0.0266812402895108,0.0299219899525377,-0.957797415668222,1.67300371707929,"OB/B",1.67300371707929,-0.957797415668221,-0.591404050675347,"2","3","OB/B"
"B/GR",61,"C1",1,30,1,"28/06/2022","JAP",4620,0.2269338,1059.2,4,"22/06/2022",4501,"MG",3.1,2.7,2.8,2.6,57.5,56.9,56.1,56,47.2,49.2,47.5,47,2,0,0,0,0,0,0,0,0,1,"C",0,2.8,2.6,0,0,0,0,0.0294805578954031,0.0226708840556579,0.0261262574719347,0.0250426206139295,-1.14130227512213,0.777539914155724,"B/GR",0.777539914155724,-1.14130227512213,-0.824194121261809,"1","4","B/GR"
"BR/G",62,"C1",1,146,3,"01/07/2022","MG",984,0.2058559,784.07,1,"22/06/2022",951,"JAP",3.1,3.1,3,2.9,56.2,56.5,58.8,57,45.1,48.4,47.7,47.3,2,0,0,0,0,0,0,0,0,0,"C",0,3,2.9,0,0,0,0,0.0337934139492301,0.0273417059869798,0.0276417870957136,0.0274040389225424,0.451377111229362,-0.0370914025112441,"BR/G",-0.0370914025112438,0.451377111229363,-1.12376100581279,"3","1","BR/G"
"GB/R",64,"C1",1,45,4,"29/06/2022","MG",526,0.1988783,977.81,3,"23/06/2022",956,"MG",3.1,2.9,2.9,2.9,58.2,59.5,57,57,48.9,50.4,45.5,46.6,8,0,0,0,0,0,0,0,0,0,"C",0,2.9,2.9,0,0,0,0,0.0265115498122644,0.022651991425612,0.0307867473668705,0.0286576284591042,-0.73320561894373,0.560986784902192,"GB/R",0.560986784902192,-0.73320561894373,-1.22292922910083,"4","3","GB/R"
"O/BO",63,"C1",1,94,3,"29/06/2022","MG",975,0.3064516,978.85,1,"23/06/2022",4591,"JAP",2.8,2.9,2.9,2.9,57.3,59.5,57.1,57.1,46.5,47.9,46.2,46.7,4,0,0,0,0,0,0,0,0,0,"C",0,2.9,2.9,0,0,0,0,0.0278483310271434,0.0263870875278528,0.0294084456675113,0.0284739262735231,0.00820756160042092,0.563865994753661,"O/BO",0.563865994753661,0.00820756160042133,0.305942164248049,"3","1","O/BO"
"RG/B",66,"C1",1,199,3,"30/06/2022","MG",980,0.2572509,1436.42,1,"24/06/2022",6,"JAP",2.5,1.8,2.1,2.2,51.7,53,51.6,52.4,44,44.3,44.1,43.1,0,0,0,0,0,0,0,0,0,1,"C",0,2.1,2.2,0,0,0,0,0.0293482344102179,0.020704336927104,0.0244851927021393,0.0274783638797606,0.763085316320188,1.60265065086016,"RG/B",1.60265065086016,0.763085316320188,-0.393316320550133,"3","1","RG/B"
"RG/R",65,"C1",1,45,1,"30/06/2022","JAP",15,0.2299285,1228.21,2,"24/06/2022",574,"JAP",2.2,1.8,1.9,1.9,52.2,51.7,50.9,50.9,42.5,43.1,41.4,39.9,4,0,0,0,0,0,0,0,0,1,"C",0,1.9,1.9,0,0,0,0,0.0286586606961124,0.0224822977198041,0.0267764240745194,0.029911274187378,-0.73320561894373,1.17851360931827,"RG/R",1.17851360931827,-0.73320561894373,-0.781632340953295,"1","2","RG/R"
"B/GR",61,"C1",2,116,3,"04/07/2022","MG",1010,0.349136,1067.58,3,"02/07/2022",994,"MG",3.1,2.7,2.8,2.6,57.5,56.9,56.1,56,47.2,49.2,47.5,47,2,0,0,0,0,0,0,0,0,1,"C",0,2.8,2.6,0,0,0,0,0.0294805578954031,0.0226708840556579,0.0261262574719347,0.0250426206139295,0.219867828882642,0.798884071060081,"B/GR",0.798884071060081,0.219867828882643,0.912588591402938,"3","3","B/GR"
"BR/G",62,"C1",2,383,3,"06/07/2022","MG",1022,0.2771429,637.2,2,"02/07/2022",602,"JAP",3.1,3.1,3,2.9,56.2,56.5,58.8,57,45.1,48.4,47.7,47.3,2,0,0,0,0,0,0,0,0,0,"C",0,3,2.9,0,0,0,0,0.0337934139492301,0.0273417059869798,0.0276417870957136,0.0274040389225424,1.4220648079474,-0.598869617209699,"BR/G",-0.598869617209699,1.4220648079474,-0.110603883946478,"3","2","BR/G"
"GB/R",64,"C1",2,47,2,"05/07/2022","JAP",623,0.2274065,905.44,1,"03/07/2022",3,"JAP",3.1,2.9,2.9,2.9,58.2,59.5,57,57,48.9,50.4,45.5,46.6,8,0,0,0,0,0,0,0,0,0,"C",0,2.9,2.9,0,0,0,0,0.0265115498122644,0.022651991425612,0.0307867473668705,0.0286576284591042,-0.689438280099331,0.352720093226421,"GB/R",0.352720093226421,-0.689438280099331,-0.817475934614788,"2","1","GB/R"
"O/BO",63,"C1",2,29,1,"04/07/2022","JAP",4,0.2337116,501.88,1,"03/07/2022",4,"JAP",2.8,2.9,2.9,2.9,57.3,59.5,57.1,57.1,46.5,47.9,46.2,46.7,4,0,0,0,0,0,0,0,0,0,"C",0,2.9,2.9,0,0,0,0,0.0278483310271434,0.0263870875278528,0.0294084456675113,0.0284739262735231,-1.17542385451686,-1.24544433724759,"O/BO",-1.24544433724759,-1.17542385451686,-0.727865529224194,"1","1","O/BO"
"RG/B",66,"C1",2,180,4,"06/07/2022","MG",4569,0.369074,684.67,3,"03/07/2022",998,"MG",2.5,1.8,2.1,2.2,51.7,53,51.6,52.4,44,44.3,44.1,43.1,0,0,0,0,0,0,0,0,0,1,"C",0,2.1,2.2,0,0,0,0,0.0293482344102179,0.020704336927104,0.0244851927021393,0.0274783638797606,0.662086064455774,-0.40425628565953,"RG/B",-0.40425628565953,0.662086064455774,1.19595479696315,"4","3","RG/B"
"RG/R",65,"C1",2,87,4,"05/07/2022","MG",4564,0.241869,590.77,4,"03/07/2022",4547,"MG",2.2,1.8,1.9,1.9,52.2,51.7,50.9,50.9,42.5,43.1,41.4,39.9,4,0,0,0,0,0,0,0,0,1,"C",0,1.9,1.9,0,0,0,0,0.0286586606961124,0.0224822977198041,0.0267764240745194,0.029911274187378,-0.0696813566387066,-0.803784414439396,"RG/R",-0.803784414439395,-0.0696813566387062,-0.611929553437412,"4","4","RG/R"
"B/GG",71,"C2",1,396,2,"30/06/2022","JAP",588,0.1302409,752.78,4,"24/06/2022",4514,"MG",2,1.9,2,2.1,50.5,51.5,50.1,52.3,41.4,40.5,41.7,41.3,0,0,0,0,0,0,0,0,0,0,"C",0,2,2.1,0,0,0,0,0.0281857095521257,0.0286014816320156,0.0275817508269319,0.0298104917230673,1.45566066771873,-0.147394931441281,"B/GG",-0.147394931441281,1.45566066771873,-2.19842925906965,"2","4","B/GG"
"G/BB",68,"C2",1,99,1,"01/07/2022","JAP",12,0.2825712,1436.08,4,"22/06/2022",4502,"MG",2.3,1.8,1.9,1.9,51.3,52,51.8,52.1,43.2,42.1,42.6,43.2,4,0,0,0,0,0,0,0,0,1,"C",0,1.9,1.9,0,0,0,0,0.0285283461616623,0.0241227167630809,0.0245767699129009,0.0235668946552863,0.0603689843192269,1.60200947939236,"G/BB",1.60200947939236,0.0603689843192273,-0.0334548833625437,"1","4","G/BB"
"G/RG",67,"C2",1,184,4,"01/07/2022","MG",4534,0.08152415,303.47,3,"22/06/2022",4585,"MG",2,1.8,1.5,1.6,47.4,47.5,49.3,50.2,44.4,41.6,41.8,41.8,19,0,0,0,0,0,0,0,0,0,"C",0,1.5,1.6,0,0,0,0,0.0228497306656547,0.0250030225876195,0.0205382016575369,0.0219074151013727,0.684207618589592,-2.60802080837984,"G/RG",-2.60802080837984,0.684207618589593,-2.89080966807383,"4","3","G/RG"
"GG/B",72,"C2",1,207,1,"30/06/2022","JAP",14,0.2601381,1131.07,3,"24/06/2022",962,"MG",1.8,1.8,1.8,1.8,48.3,51.4,50,50.6,41.1,43,40.9,41.1,0,0,0,0,0,0,0,0,0,0,"C",0,1.8,1.8,0,0,0,0,0.0259266878824754,0.0226395160174576,0.026308893389626,0.0259266878824754,0.802755089246645,0.955351984782179,"GG/B",0.955351984782179,0.802755089246646,-0.352282369868348,"1","3","GG/B"
"GR/B",69,"C2",1,66,2,"29/06/2022","JAP",4635,0.214444,730.92,2,"23/06/2022",4,"JAP",1.9,1.5,1.8,1.9,50.1,52.6,49,49.6,41.7,43.1,41.5,40.5,1,0,0,0,0,0,0,0,0,0,"C",0,1.8,1.9,0,0,0,0,0.0262026632855853,0.0187352480998368,0.0251842032085374,0.0286014816320156,-0.347727671859176,-0.227211085014248,"GR/B",-0.227211085014247,-0.347727671859176,-1.00170376286106,"2","2","GR/B"
"R/BB",70,"C2",1,311,3,"29/06/2022","MG",976,0.1191848,1514.84,3,"23/06/2022",955,"MG",2.2,2,2.1,2.1,54.9,53.3,52.1,51.8,45.1,42.8,41.3,42.7,0,0,0,0,0,0,0,0,0,1,"C",0,2.1,2.1,0,0,0,0,0.0239824228026795,0.0255093086528391,0.0298104917230673,0.0269733985646016,1.21247119902643,1.74662227893923,"R/BB",1.74662227893923,1.21247119902643,-2.35556262777735,"3","3","R/BB"
"B/GG",71,"C2",2,61,4,"05/07/2022","MG",4563,0.03069171,462.82,4,"03/07/2022",4553,"MG",2,1.9,2,2.1,50.5,51.5,50.1,52.3,41.4,40.5,41.7,41.3,0,0,0,0,0,0,0,0,0,0,"C",0,2,2.1,0,0,0,0,0.0281857095521257,0.0286014816320156,0.0275817508269319,0.0298104917230673,-0.427019853059829,-1.46489290976104,"B/GG",-1.46489290976104,-0.427019853059829,-3.61325904324521,"4","4","B/GG"
"G/BB",68,"C2",2,16,4,"06/07/2022","MG",4570,0.3513514,1056.75,3,"02/07/2022",996,"MG",2.3,1.8,1.9,1.9,51.3,52,51.8,52.1,43.2,42.1,42.6,43.2,4,0,0,0,0,0,0,0,0,1,"C",0,1.9,1.9,0,0,0,0,0.0285283461616623,0.0241227167630809,0.0245767699129009,0.0235668946552863,-1.77399072802503,0.771267767801696,"G/BB",0.771267767801696,-1.77399072802503,0.944074672845313,"4","3","G/BB"
"G/RG",67,"C2",2,75,3,"06/07/2022","MG",1021,0.258548,394.97,2,"02/07/2022",601,"JAP",2,1.8,1.5,1.6,47.4,47.5,49.3,50.2,44.4,41.6,41.8,41.8,19,0,0,0,0,0,0,0,0,0,"C",0,1.5,1.6,0,0,0,0,0.0228497306656547,0.0250030225876195,0.0205382016575369,0.0219074151013727,-0.21906463669789,-1.89426358355104,"G/RG",-1.89426358355104,-0.219064636697889,-0.374881457212178,"3","2","G/RG"
"GG/B",72,"C2",2,68,3,"05/07/2022","MG",1015,0.3346995,526.27,2,"03/07/2022",608,"JAP",1.8,1.8,1.8,1.8,48.3,51.4,50,50.6,41.1,43,40.9,41.1,0,0,0,0,0,0,0,0,0,0,"C",0,1.8,1.8,0,0,0,0,0.0259266878824754,0.0226395160174576,0.026308893389626,0.0259266878824754,-0.317680957123978,-1.11691800565023,"GG/B",-1.11691800565023,-0.317680957123978,0.707411731809701,"3","2","GG/B"
"GR/B",69,"C2",2,100,4,"04/07/2022","MG",4558,0.3688933,568.02,4,"03/07/2022",4552,"MG",1.9,1.5,1.8,1.9,50.1,52.6,49,49.6,41.7,43.1,41.5,40.5,1,0,0,0,0,0,0,0,0,0,"C",0,1.8,1.9,0,0,0,0,0.0262026632855853,0.0187352480998368,0.0251842032085374,0.0286014816320156,0.0704845488234602,-0.910146728035756,"GR/B",-0.910146728035755,0.0704845488234607,1.19338662195338,"4","4","GR/B"
"R/BB",70,"C2",2,125,4,"04/07/2022","MG",4557,0.3947368,613.31,1,"03/07/2022",6,"JAP",2.2,2,2.1,2.1,54.9,53.3,52.1,51.8,45.1,42.8,41.3,42.7,0,0,0,0,0,0,0,0,0,1,"C",0,2.1,2.1,0,0,0,0,0.0239824228026795,0.0255093086528391,0.0298104917230673,0.0269733985646016,0.295076345547952,-0.702368849938581,"R/BB",-0.70236884993858,0.295076345547952,1.56068397040334,"4","1","R/BB"
"BB/R",3,"1",3,439,4,"15/08/2022","MG",4618,0.2866637,919.56,3,"12/08/2022",1086,"MG",1.9,1.9,2.4,2.3,51.1,50.9,53.3,52.5,41.9,40.9,43.6,44.6,4,8,6,14,3,0,2,0,0,0,"E",3,2.391,2.291,10,5.67437800087298,4.36490615451768,1.3094718463553,0.0258292343131481,0.0277704985779385,0.0288482922004063,0.0258238216153976,1.559414912716,0.394631843731663,"BB/R",0.394631843731663,1.559414912716,0.024709235217813,"4","3","BB/R"
"BG/B",5,"1",3,237,4,"16/08/2022","MG",4623,0.2547289,824.98,4,"13/08/2022",4604,"MG",2.7,2.5,3.1,2.7,56.1,57.5,58,56.8,43.2,45.6,46.7,47,0,1,2,3,7,3,0,0,0,1,"E",10,3.07,2.67,3,3.74531835205992,1.12359550561798,2.62172284644195,0.0334897976680384,0.0263660748516413,0.0301430874688676,0.0257168450150737,0.938974829006827,0.100664067303594,"BG/B",0.100664067303594,0.938974829006827,-0.429159914211626,"4","4","BG/B"
"BR/B",4,"1",3,46,3,"16/08/2022","MG",1109,0.2351165,1114.74,1,"13/08/2022",1,"SGG",2.6,2.8,2.5,2.3,52.1,54.8,54.6,54.9,41.6,44.8,44.9,44.2,0,8,2,10,12,6,0,0,0,1,"E",18,2.446,2.246,10,9.79519145146928,4.45235975066785,5.34283170080142,0.0361154770710059,0.0311403858418367,0.0270219962695283,0.026010155216933,-0.711084064809912,0.915962877877711,"BR/B",0.915962877877712,-0.711084064809911,-0.707898572548923,"3","1","BR/B"
"BR/R",1,"1",3,36,4,"17/08/2022","MG",4630,0.2946506,693.43,2,"14/08/2022",707,"SGG",2.1,2.4,2.3,2,52.5,52.3,53.3,54.7,42,44.4,44.1,43.6,2,6,2,8,5,0,0,0,0,0,"E",5,2.285,1.985,6,5.54156171284635,3.02267002518892,2.51889168765743,0.0283446712018141,0.0274196767987856,0.0266422215830421,0.0239497532487689,-0.957797415668222,-0.369822519235279,"BR/R",-0.369822519235279,-0.957797415668221,0.138222002154759,"4","2","BR/R"
"RG/G",6,"1",3,231,2,"15/08/2022","SGG",712,0.2900378,563.43,1,"12/08/2022",2,"JAP",1.9,1.9,2.1,2.1,49.4,47.9,52.1,50.7,41.2,38.6,42.4,42,4,15,3,18,11,3,0,0,2,0,"E",14,2.0564,2.0564,14,13.1297412954678,6.80801400505738,6.32172729041043,0.0271682680120469,0.0330363217317654,0.0269780170879316,0.0277561818378145,0.913165973989891,-0.932122037892806,"RG/G",-0.932122037892806,0.913165973989891,0.0726631881810339,"2","1","RG/G"
"RR/R",2,"1",3,141,2,"17/08/2022","JAP",4,0.3167922,717.78,4,"14/08/2022",4612,"MG",2.4,2,2.1,2.1,52.9,52.4,54.4,51.4,41.7,43.2,42.2,41.1,0,0,0,0,7,0,0,0,2,1,"E",7,2.0774,2.0774,0,4.33233850004814,0,4.33233850004814,0.0330981009923183,0.0248072575318803,0.0276428472808668,0.0299222785594746,0.416304217778824,-0.276345311270164,"RR/R",-0.276345311270163,0.416304217778824,0.452906583207619,"2","4","RR/R"
"BB/R",3,"1",4,70,1,"23/08/2022","MG",4767,0.3638434,582.93,1,"18/08/2022",2,"MG",1.9,1.9,2.4,2.3,51.1,50.9,53.3,52.5,41.9,40.9,43.6,44.6,4,8,6,14,3,0,2,0,0,0,"E",3,2.391,2.291,10,5.67437800087298,4.36490615451768,1.3094718463553,0.0258292343131481,0.0277704985779385,0.0288482922004063,0.0258238216153976,-0.288505285451468,-0.839968760119406,"BB/R",-0.839968760119406,-0.288505285451468,1.12161558165553,"1","1","BB/R"
"BG/B",5,"1",4,43,2,"24/08/2022","MG",3,0.1670359,462.51,1,"19/08/2022",2,"MG",2.7,2.5,3.1,2.7,56.1,57.5,58,56.8,43.2,45.6,46.7,47,0,1,2,3,7,3,0,0,0,1,"E",10,3.07,2.67,3,3.74531835205992,1.12359550561798,2.62172284644195,0.0334897976680384,0.0263660748516413,0.0301430874688676,0.0257168450150737,-0.778963052744192,-1.46670767467313,"BG/B",-1.46670767467313,-0.778963052744191,-1.67548515566972,"2","1","BG/B"
"BR/B",4,"1",4,15,2,"24/08/2022","MG",1,0.2972973,581.39,4,"19/08/2022",4642,"MG",2.6,2.8,2.5,2.3,52.1,54.8,54.6,54.9,41.6,44.8,44.9,44.2,0,8,2,10,12,6,0,0,0,1,"E",18,2.446,2.246,10,9.79519145146928,4.45235975066785,5.34283170080142,0.0361154770710059,0.0311403858418367,0.0270219962695283,0.026010155216933,-1.83894811682188,-0.847133557658972,"BR/B",-0.847133557658972,-1.83894811682188,0.175837878183257,"2","4","BR/B"
"BR/R",1,"1",4,159,2,"25/08/2022","MG",2.1,0.2733717,542.96,4,"22/08/2022",4648,"VM",2.1,2.4,2.3,2,52.5,52.3,53.3,54.7,42,44.4,44.1,43.6,2,6,2,8,5,0,0,0,0,0,"E",5,2.285,1.985,6,5.54156171284635,3.02267002518892,2.51889168765743,0.0283446712018141,0.0274196767987856,0.0266422215830421,0.0239497532487689,0.537228289767089,-1.0323559010175,"BR/R",-1.0323559010175,0.537228289767089,-0.164201568488993,"2","4","BR/R"
"RG/G",6,"1",4,83,1,"23/08/2022","MG",4769,0.316855,600.08,2,"18/08/2022",769,"MG",1.9,1.9,2.1,2.1,49.4,47.9,52.1,50.7,41.2,38.6,42.4,42,4,15,3,18,11,3,0,0,2,0,"E",14,2.0564,2.0564,14,13.1297412954678,6.80801400505738,6.32172729041043,0.0271682680120469,0.0330363217317654,0.0269780170879316,0.0277561818378145,-0.117054344872901,-0.761434086803313,"RG/G",-0.761434086803312,-0.117054344872901,0.453799119957001,"1","2","RG/G"
"RR/R",2,"1",4,57,3,"25/08/2022","VM",4674,0.2552995,978.35,2,"22/08/2022",1133,"MG",2.4,2,2.1,2.1,52.9,52.4,54.4,51.4,41.7,43.2,42.2,41.1,0,0,0,0,7,0,0,0,2,1,"E",7,2.0774,2.0774,0,4.33233850004814,0,4.33233850004814,0.0330981009923183,0.0248072575318803,0.0276428472808668,0.0299222785594746,-0.495282631349996,0.562482141264961,"RR/R",0.562482141264962,-0.495282631349995,-0.421050336676635,"3","2","RR/R"
"BB/B",7,"2",3,418,4,"15/08/2022","MG",4616,0.3380594,753.96,2,"12/08/2022",694,"JAP",3.8,4.3,3.3,3.2,59.8,60.1,62.7,62.4,47.2,48.8,50.2,49.5,4,8,9,17,20,0,0,0,0,0,"E",20,3.24,3.14,13,10.5095541401274,4.14012738853503,6.36942675159236,0.0361374580653329,0.0370006189945414,0.0256114318301784,0.0258889270214645,1.51007879585855,-0.143152653834524,"BB/B",-0.143152653834524,1.51007879585855,0.755163869138508,"4","2","BB/B"
"BB/G",12,"2",3,85,1,"17/08/2022","JAP",764,0.3635982,502.88,1,"14/08/2022",3,"SGG",3.2,2.6,2.8,2.4,56.9,56.6,58.9,56.6,45.8,45.5,46.4,46.6,28,40,22,62,17,0,0,0,2,0,"E",17,2.7474,2.3474,34,22.5781715941041,14.4841100792366,8.09406151486751,0.0333083825790831,0.0276019114323667,0.0275022326919923,0.0231968679465177,-0.0930891603994867,-1.24005304204584,"BB/G",-1.24005304204584,-0.0930891603994863,1.11813070886973,"1","1","BB/G"
"RB/B",11,"2",3,358,1,"15/08/2022","SGG",2,0.1958106,714.51,4,"12/08/2022",4598,"MG",2.8,3.2,2.6,2.5,56.1,55.2,58.1,57.7,45.2,44.9,45.2,46.4,6,11,6,17,5,0,0,0,1,1,"E",5,2.5842,2.4842,11,6.84324933580227,4.42798486434265,2.41526447145962,0.0303209445996492,0.0353517530917787,0.0279840660837191,0.0248675280095535,1.35412470393112,-0.28871255311744,"RB/B",-0.28871255311744,1.35412470393112,-1.26652851231866,"1","4","RB/B"
