"ID_fish","num_fish","cage","trial","boldness","bassin_bold","date_bold","exp_bold","video_bold","exploration","activity","bassin_exp","date_act","video_act","exp_act","mass_1","mass_2","mass_3","mass_4","TL_1","TL_2","TL_3","TL_4","SL_1","SL_2","SL_3","SL_4","BS_pre","BS_post_corps","BS_muscle","BS_post_tot","P04_alive","P04_dead","P013_alive","P013_dead","P06","gonade","treatment","P04_tot","adj_mass3","adj_mass4","bs_mod","dens_tot","dens_bs2","dens_ces","fulton1","fulton2","fulton3","fulton4","log_boldness","log_activity","id","z_log_activity","z_log_boldness","z_exploration","tank1","tank2","(id = ID_fish)"
"B/GR",61,"C1",3,48,2,"15/08/2022","SGG",717,0.2907679,732.17,1,"12/08/2022",6,"JAP",3.1,2.7,2.8,2.6,57.5,56.9,56.1,56,47.2,49.2,47.5,47,2,2,2,4,0,0,0,0,0,1,"T",0,2.8,2.6,2,0.769230769230769,0.769230769230769,0,0.0294805578954031,0.0226708840556579,0.0261262574719347,0.0250426206139295,-0.668248230146872,-0.222583074009875,"B/GR",-0.222583074009874,-0.668248230146872,0.0830396385110325,"2","1","B/GR"
"BR/G",62,"C1",3,36,4,"15/08/2022","MG",4620,0.2532355,1316.68,1,"12/08/2022",4,"JAP",3.1,3.1,3,2.9,56.2,56.5,58.8,57,45.1,48.4,47.7,47.3,2,13,1,14,0,0,0,0,0,0,"T",0,3,2.9,12,4.13793103448276,4.13793103448276,0,0.0337934139492301,0.0273417059869798,0.0276417870957136,0.0274040389225424,-0.957797415668222,1.36690339900108,"BR/G",1.36690339900108,-0.957797415668221,-0.450384665509831,"4","1","BR/G"
"GB/R",64,"C1",3,6,1,"16/08/2022","JAP",2,0.2246345,933.04,1,"13/08/2022",701,"SGG",3.1,2.9,2.9,2.9,58.2,59.5,57,57,48.9,50.4,45.5,46.6,8,10,1,11,0,0,0,0,0,0,"T",0,2.9,2.9,3,1.03448275862069,1.03448275862069,0,0.0265115498122644,0.022651991425612,0.0307867473668705,0.0286576284591042,-2.76118575524613,0.434047721576216,"GB/R",0.434047721576217,-2.76118575524613,-0.856872620431465,"1","1","GB/R"
"O/BO",63,"C1",3,218,1,"16/08/2022","JAP",1,0.3333333,603.11,4,"13/08/2022",4609,"MG",2.8,2.9,2.9,2.9,57.3,59.5,57.1,57.1,46.5,47.9,46.2,46.7,4,12,2,14,0,0,0,0,0,0,"T",0,2.9,2.9,10,3.44827586206897,3.44827586206897,0,0.0278483310271434,0.0263870875278528,0.0294084456675113,0.0284739262735231,0.854867396913783,-0.747792507907566,"O/BO",-0.747792507907566,0.854867396913783,0.687994793800053,"1","4","O/BO"
"RG/B",66,"C1",3,92,2,"17/08/2022","JAP",7,0.2716325,530.21,1,"14/08/2022",5,"SGG",2.5,1.8,2.1,2.2,51.7,53,51.6,52.4,44,44.3,44.1,43.1,0,0,0,0,0,2,0,0,0,1,"T",2,2.094,2.194,0,0,0,0,0.0293482344102179,0.020704336927104,0.0244152350087047,0.0274034228873613,-0.0134382231101598,-1.09671610357745,"RG/B",-1.09671610357745,-0.0134382231101594,-0.188919719994175,"2","1","RG/B"
"RG/R",65,"C1",3,162,2,"17/08/2022","JAP",5,0.3509524,478.26,2,"14/08/2022",708,"SGG",2.2,1.8,1.9,1.9,52.2,51.7,50.9,50.9,42.5,43.1,41.4,39.9,4,8,3,11,0,0,0,0,0,1,"T",0,1.9,1.9,7,3.68421052631579,3.68421052631579,0,0.0286586606961124,0.0224822977198041,0.0267764240745194,0.029911274187378,0.556041738388335,-1.37601066166696,"RG/R",-1.37601066166696,0.556041738388336,0.93840393776564,"2","2","RG/R"
"B/GR",61,"C1",4,16,1,"23/08/2022","MG",4770,0.4305274,730.81,3,"18/08/2022",774,"MG",3.1,2.7,2.8,2.6,57.5,56.9,56.1,56,47.2,49.2,47.5,47,2,2,2,4,0,0,0,0,0,1,"T",0,2.8,2.6,2,0.769230769230769,0.769230769230769,0,0.0294805578954031,0.0226708840556579,0.0261262574719347,0.0250426206139295,-1.77399072802503,-0.227618728805331,"B/GR",-0.22761872880533,-1.77399072802503,2.0693531707606,"1","3","B/GR"
"BR/G",62,"C1",4,94,3,"23/08/2022","VM",812,0.3344262,934,2,"18/08/2022",1123,"MG",3.1,3.1,3,2.9,56.2,56.5,58.8,57,45.1,48.4,47.7,47.3,2,13,1,14,0,0,0,0,0,0,"T",0,3,2.9,12,4.13793103448276,4.13793103448276,0,0.0337934139492301,0.0273417059869798,0.0276417870957136,0.0274040389225424,0.00820756160042092,0.436833027835043,"BR/G",0.436833027835043,0.00820756160042133,0.703527491465654,"3","2","BR/G"
"GB/R",64,"C1",4,82,1,"24/08/2022","MG",4776,0.3051002,822.17,2,"19/08/2022",1129,"MG",3.1,2.9,2.9,2.9,58.2,59.5,57,57,48.9,50.4,45.5,46.6,8,10,1,11,0,0,0,0,0,0,"T",0,2.9,2.9,3,1.03448275862069,1.03448275862069,0,0.0265115498122644,0.022651991425612,0.0307867473668705,0.0286576284591042,-0.129254375412306,0.0914228560806201,"GB/R",0.0914228560806205,-0.129254375412306,0.286735569293988,"1","2","GB/R"
"O/BO",63,"C1",4,21,2,"24/08/2022","MG",6,0.4018735,849.38,3,"19/08/2022",778,"MG",2.8,2.9,2.9,2.9,57.3,59.5,57.1,57.1,46.5,47.9,46.2,46.7,4,12,2,14,0,0,0,0,0,0,"T",0,2.9,2.9,10,3.44827586206897,3.44827586206897,0,0.0278483310271434,0.0263870875278528,0.0294084456675113,0.0284739262735231,-1.50029210939706,0.179609505202407,"O/BO",0.179609505202407,-1.50029210939706,1.66211338153893,"2","3","O/BO"
"RG/B",66,"C1",4,21,2,"25/08/2022","MG",839,0.3919048,756.73,4,"22/08/2022",4651,"VM",2.5,1.8,2.1,2.2,51.7,53,51.6,52.4,44,44.3,44.1,43.1,0,0,0,0,0,2,0,0,0,1,"T",2,2.094,2.194,0,0,0,0,0.0293482344102179,0.020704336927104,0.0244152350087047,0.0274034228873613,-1.50029210939706,-0.133220116466845,"RG/B",-0.133220116466845,-1.50029210939706,1.52043454246942,"2","4","RG/B"
"RG/R",65,"C1",4,20,3,"25/08/2022","VM",4676,0.376177,529.28,4,"22/08/2022",4650,"VM",2.2,1.8,1.9,1.9,52.2,51.7,50.9,50.9,42.5,43.1,41.4,39.9,4,8,3,11,0,0,0,0,0,1,"T",0,1.9,1.9,7,3.68421052631579,3.68421052631579,0,0.0286586606961124,0.0224822977198041,0.0267764240745194,0.029911274187378,-1.54939893130054,-1.1014710048542,"RG/R",-1.1014710048542,-1.54939893130054,1.29690525127622,"3","4","RG/R"
"B/GG",71,"C2",3,211,4,"17/08/2022","MG",4633,0.3004505,827.99,4,"14/08/2022",4614,"MG",2,1.9,2,2.1,50.5,51.5,50.1,52.3,41.4,40.5,41.7,41.3,0,2,2,4,0,2,0,1,0,0,"T",2,1.994,2.094,4,1.91021967526266,1.91021967526266,0,0.0281857095521257,0.0286014816320156,0.0274990055744511,0.0297253188895728,0.822018647528861,0.110528163758342,"B/GG",0.110528163758343,0.822018647528862,0.220652318918158,"4","4","B/GG"
"G/BB",68,"C2",3,37,1,"15/08/2022","SGG",6,0.3775046,1295.89,4,"12/08/2022",4603,"MG",2.3,1.8,1.9,1.9,51.3,52,51.8,52.1,43.2,42.1,42.6,43.2,4,4,2,6,0,0,0,0,0,1,"T",0,1.9,1.9,2,1.05263157894737,1.05263157894737,0,0.0285283461616623,0.0241227167630809,0.0245767699129009,0.0235668946552863,-0.930220616764221,1.32379607860112,"G/BB",1.32379607860112,-0.93022061676422,1.31577359185711,"1","4","G/BB"
"G/RG",67,"C2",3,10,1,"15/08/2022","SGG",5,0.3481481,631.96,4,"12/08/2022",4602,"MG",2,1.8,1.5,1.6,47.4,47.5,49.3,50.2,44.4,41.6,41.8,41.8,19,19,8,27,0,3,0,0,0,0,"T",3,1.491,1.591,8,5.02828409805154,5.02828409805154,0,0.0228497306656547,0.0250030225876195,0.0204149724475917,0.0217841858914275,-2.24704477300029,-0.621234811994825,"G/RG",-0.621234811994825,-2.24704477300029,0.898548192442514,"1","4","G/RG"
"GG/B",72,"C2",3,96,1,"17/08/2022","JAP",766,0.3319209,594.21,4,"14/08/2022",4615,"MG",1.8,1.8,1.8,1.8,48.3,51.4,50,50.6,41.1,43,40.9,41.1,0,1,0,1,0,2,0,0,0,0,"T",2,1.794,1.794,1,0.557413600891862,0.557413600891862,0,0.0259266878824754,0.0226395160174576,0.0262211970783272,0.0258402655895338,0.0293976115528794,-0.788058933070804,"GG/B",-0.788058933070803,0.0293976115528798,0.667921244360128,"1","4","GG/B"
"GR/B",69,"C2",3,16,3,"16/08/2022","MG",1111,0.3247674,896.52,4,"13/08/2022",4607,"MG",1.9,1.5,1.8,1.9,50.1,52.6,49,49.6,41.7,43.1,41.5,40.5,1,2,1,3,0,1,0,0,0,0,"T",1,1.797,1.897,2,1.05429625724829,1.05429625724829,0,0.0262026632855853,0.0187352480998368,0.0251422295365232,0.0285563213978598,-1.77399072802503,0.325905046274074,"GR/B",0.325905046274074,-1.77399072802503,0.566253065431702,"3","4","GR/B"
"R/BB",70,"C2",3,18,2,"16/08/2022","JAP",723,0.2541412,1177.68,3,"13/08/2022",1092,"MG",2.2,2,2.1,2.1,54.9,53.3,52.1,51.8,45.1,42.8,41.3,42.7,0,4,1,5,0,3,0,0,0,1,"T",3,2.091,2.091,5,2.39120038259206,2.39120038259206,0,0.0239824228026795,0.0255093086528391,0.0296827324728256,0.026857798285039,-1.65544325736797,1.0647265937222,"R/BB",1.0647265937222,-1.65544325736797,-0.437512523250032,"2","3","R/BB"
"B/GG",71,"C2",4,66,3,"25/08/2022","VM",4677,0.3510929,726.84,1,"22/08/2022",7,"MG",2,1.9,2,2.1,50.5,51.5,50.1,52.3,41.4,40.5,41.7,41.3,0,2,2,4,0,2,0,1,0,0,"T",2,1.994,2.094,4,1.91021967526266,1.91021967526266,0,0.0281857095521257,0.0286014816320156,0.0274990055744511,0.0297253188895728,-0.347727671859176,-0.242372180188131,"B/GG",-0.242372180188131,-0.347727671859176,0.940400775556853,"3","1","B/GG"
"G/BB",68,"C2",4,21,4,"23/08/2022","VM",4656,0.3984157,588.33,1,"18/08/2022",3,"MG",2.3,1.8,1.9,1.9,51.3,52,51.8,52.1,43.2,42.1,42.6,43.2,4,4,2,6,0,0,0,0,0,1,"T",0,1.9,1.9,2,1.05263157894737,1.05263157894737,0,0.0285283461616623,0.0241227167630809,0.0245767699129009,0.0235668946552863,-1.50029210939706,-0.814994143431106,"G/BB",-0.814994143431105,-1.50029210939706,1.61296985332216,"4","1","G/BB"
"G/RG",67,"C2",4,7,2,"23/08/2022","MG",5,0.3912037,723.71,2,"18/08/2022",1122,"MG",2,1.8,1.5,1.6,47.4,47.5,49.3,50.2,44.4,41.6,41.8,41.8,19,19,8,27,0,3,0,0,0,0,"T",3,1.491,1.591,8,5.02828409805154,5.02828409805154,0,0.0228497306656547,0.0250030225876195,0.0204149724475917,0.0217841858914275,-2.60603460727522,-0.254060917926998,"G/RG",-0.254060917926997,-2.60603460727522,1.51047025082942,"2","2","G/RG"
"GG/B",72,"C2",4,107,3,"25/08/2022","VM",4678,0.4256121,667.88,1,"22/08/2022",8,"MG",1.8,1.8,1.8,1.8,48.3,51.4,50,50.6,41.1,43,40.9,41.1,0,1,0,1,0,2,0,0,0,0,"T",2,1.794,1.794,1,0.557413600891862,0.557413600891862,0,0.0259266878824754,0.0226395160174576,0.0262211970783272,0.0258402655895338,0.138582315194883,-0.471503605948464,"GG/B",-0.471503605948464,0.138582315194883,1.99949511527911,"3","1","GG/B"
"GR/B",69,"C2",4,23,2,"24/08/2022","MG",5,0.3375706,671.79,1,"19/08/2022",5,"MG",1.9,1.5,1.8,1.9,50.1,52.6,49,49.6,41.7,43.1,41.5,40.5,1,2,1,3,0,1,0,0,0,0,"T",1,1.797,1.897,2,1.05429625724829,1.05429625724829,0,0.0262026632855853,0.0187352480998368,0.0251422295365232,0.0285563213978598,-1.40872990650966,-0.455693475083202,"GR/B",-0.455693475083201,-1.40872990650966,0.748216863356692,"2","1","GR/B"
"R/BB",70,"C2",4,66,2,"24/08/2022","MG",4,0.4023419,933,2,"19/08/2022",1128,"MG",2.2,2,2.1,2.1,54.9,53.3,52.1,51.8,45.1,42.8,41.3,42.7,0,4,1,5,0,3,0,0,0,1,"T",3,2.091,2.091,5,2.39120038259206,2.39120038259206,0,0.0239824228026795,0.0255093086528391,0.0296827324728256,0.026857798285039,-0.347727671859176,0.433931604966087,"R/BB",0.433931604966087,-0.347727671859176,1.66877045500089,"2","2","R/BB"
