"ID_fish","before_act","trial","cage","treatment","log_activity","dens_tot","dens_ces","dens_bs2","name","after_act"
"R/RG",-0.0932153725187426,1,"6","C",-0.093215372518743,0,0,0,"z_log_activity",NA
"R/RG",-0.678144436599465,2,"6","C",-0.678144436599465,0,0,0,"z_log_activity",NA
"R/RG",NA,3,"6","E",0.43570184259709,5.40832882639265,4.86749594375338,0.540832882639264,"z_log_activity",0.43570184259709
"R/RG",NA,4,"6","E",-1.20447133568529,5.40832882639265,4.86749594375338,0.540832882639264,"z_log_activity",-1.20447133568529
"R/RR",0.735119617651181,1,"4","C",0.735119617651181,0,0,0,"z_log_activity",NA
"R/RR",-0.752646976286947,2,"4","C",-0.752646976286948,0,0,0,"z_log_activity",NA
"R/RR",NA,3,"4","E",0.636512829285375,32.8992460589445,24.6744345442084,8.22481151473612,"z_log_activity",0.636512829285376
"R/RR",NA,4,"4","E",0.65077910979285,32.8992460589445,24.6744345442084,8.22481151473612,"z_log_activity",0.65077910979285
"RB/B",-0.618707347396575,1,"2","C",-0.618707347396575,0,0,0,"z_log_activity",NA
"RB/B",-0.578416671525972,2,"2","C",-0.578416671525973,0,0,0,"z_log_activity",NA
"RB/B",NA,3,"2","E",-0.28871255311744,6.84324933580227,2.41526447145962,4.42798486434265,"z_log_activity",-0.28871255311744
"RB/B",NA,4,"2","E",-1.35761129472733,6.84324933580227,2.41526447145962,4.42798486434265,"z_log_activity",-1.35761129472733
"RB/G",1.82861611945398,1,"2","C",1.82861611945398,0,0,0,"z_log_activity",NA
"RB/G",-0.357857829001201,2,"2","C",-0.357857829001202,0,0,0,"z_log_activity",NA
"RB/G",NA,3,"2","E",-0.14394308317968,6.33927816752599,3.38094835601386,2.95832981151213,"z_log_activity",-0.143943083179679
"RB/G",NA,4,"2","E",0.614550614609994,6.33927816752599,3.38094835601386,2.95832981151213,"z_log_activity",0.614550614609994
"RB/R",0.992570821935613,1,"2","C",0.992570821935613,0,0,0,"z_log_activity",NA
"RB/R",-1.63909332273315,2,"2","C",-1.63909332273315,0,0,0,"z_log_activity",NA
"RB/R",NA,3,"2","E",-0.499262207182568,25.4022015241321,16.4055884843353,8.99661303979678,"z_log_activity",-0.499262207182568
"RB/R",NA,4,"2","E",-1.75571400946467,25.4022015241321,16.4055884843353,8.99661303979678,"z_log_activity",-1.75571400946467
"RG/B",1.60265065086016,1,"C1","C",1.60265065086016,0,0,0,"z_log_activity",NA
"RG/B",-0.40425628565953,2,"C1","C",-0.40425628565953,0,0,0,"z_log_activity",NA
"RG/B",NA,3,"C1","E",-1.09671610357745,0,0,0,"z_log_activity",-1.09671610357745
"RG/B",NA,4,"C1","E",-0.133220116466845,0,0,0,"z_log_activity",-0.133220116466845
"RG/G",-0.676306786083196,1,"1","C",-0.676306786083196,0,0,0,"z_log_activity",NA
"RG/G",-0.786919643768854,2,"1","C",-0.786919643768854,0,0,0,"z_log_activity",NA
"RG/G",NA,3,"1","E",-0.932122037892806,13.1297412954678,6.32172729041043,6.80801400505738,"z_log_activity",-0.932122037892806
"RG/G",NA,4,"1","E",-0.761434086803313,13.1297412954678,6.32172729041043,6.80801400505738,"z_log_activity",-0.761434086803312
"RG/R",1.17851360931827,1,"C1","C",1.17851360931827,0,0,0,"z_log_activity",NA
"RG/R",-0.803784414439395,2,"C1","C",-0.803784414439396,0,0,0,"z_log_activity",NA
"RG/R",NA,3,"C1","E",-1.37601066166696,3.68421052631579,0,3.68421052631579,"z_log_activity",-1.37601066166696
"RG/R",NA,4,"C1","E",-1.1014710048542,3.68421052631579,0,3.68421052631579,"z_log_activity",-1.1014710048542
"RR/B",1.36268315813159,1,"2","C",1.36268315813159,0,0,0,"z_log_activity",NA
"RR/B",-0.2581807895495,2,"2","C",-0.2581807895495,0,0,0,"z_log_activity",NA
"RR/B",NA,3,"2","E",-0.73323642193339,12.1384476659499,2.08087674273427,10.0575709232156,"z_log_activity",-0.733236421933389
"RR/B",NA,4,"2","E",-0.596362927545204,12.1384476659499,2.08087674273427,10.0575709232156,"z_log_activity",-0.596362927545204
"RR/R",2.34752364370934,1,"1","C",2.34752364370934,0,0,0,"z_log_activity",NA
"RR/R",0.378472360135188,2,"1","C",0.378472360135188,0,0,0,"z_log_activity",NA
"RR/R",NA,3,"1","E",-0.276345311270164,4.33233850004814,4.33233850004814,0,"z_log_activity",-0.276345311270163
"RR/R",NA,4,"1","E",0.562482141264961,4.33233850004814,4.33233850004814,0,"z_log_activity",0.562482141264962
