"ID_fish","trial","cage","treatment","log_boldness","exploration","log_activity","z_log_boldness","z_log_activity","z_exploration","dens_tot","dens_bs","dens_ces","BS_pre","BS_post_tot","name","body_condition","z_bc","z_dens","z_bs","z_ces","z_bs_pre","z_bs_post"
"O/OB",4,"9","E",-1.34773942679333,0.4373823,0.20915061799292,-1.34773942679333,0.20915061799292,2.27555832131277,25.2446689113356,12.9068462401796,2.24466891133558,16,23,"fulton4",0.0242251029189631,-1.00282139036591,0.461947883923279,1.05400583089667,-0.48500903557443,1.58758721331542,0.709953734208715
"O/OO",3,"10","E",1.07111918922094,0.3189815,-0.916367597366442,1.07111918922094,-0.916367597366443,0.566476018180496,14.8943560057887,4.34153400868307,2.89435600578871,2,12,"fulton3",0.0311554094041724,1.81427442550848,-0.318238946608522,-0.370206269343556,-0.367062731266402,-0.454638298453267,-0.177488433552179
"O/OO",4,"10","E",-0.0643763168919744,0.3384236,-0.873379844254224,-0.0643763168919746,-0.873379844254225,0.847117272679858,14.8943560057887,4.34153400868307,2.89435600578871,2,12,"fulton4",0.0242277354539906,-1.00175129289952,-0.318238946608522,-0.370206269343556,-0.367062731266402,-0.454638298453267,-0.177488433552179
"OB/B",3,"10","E",0.652656208228224,0.3057156,1.38822157252287,0.652656208228224,1.38822157252287,0.374986476512514,15.9811798769453,4.34310532030402,3.98117987694535,4,12,"fulton3",0.026315608478136,-0.153053133164474,-0.236316237689301,-0.369944996787072,-0.16975719737001,-0.162891796772026,-0.177488433552179
"OB/B",4,"10","E",0.509184025336666,0.3328625,-0.0639950424993159,0.509184025336666,-0.063995042499316,0.766844355639189,15.9811798769453,4.34310532030402,3.98117987694535,4,12,"fulton4",0.0295265922281649,1.1521775815741,-0.236316237689301,-0.369944996787072,-0.16975719737001,-0.162891796772026,-0.177488433552179
"OB/O",3,"8","E",-0.0980849934409688,0.2497843,0.898542713253848,-0.0980849934409691,0.898542713253847,-0.432366134459559,7.2969327540367,1.94539913105505,1.2969327540367,4,6,"fulton3",0.0296534923902976,1.20376114667915,-0.890918209649585,-0.768627738905001,-0.657064134354847,-0.162891796772026,-0.661547797785393
"OB/O",4,"8","E",-1.34773942679333,0.2758945,0.818083426008702,-1.34773942679333,0.818083426008701,-0.0554727287457096,7.2969327540367,1.94539913105505,1.2969327540367,4,6,"fulton4",0.0300888073460942,1.38071204245546,-0.890918209649585,-0.768627738905001,-0.657064134354847,-0.162891796772026,-0.661547797785393
"OG/B",3,"7","E",-1.20746510618691,0.1921922,0.393837497216483,-1.20746510618691,0.393837497216482,-1.26369192710812,13.6417752729834,4.84325466713632,2.64177527298345,14,11,"fulton3",0.0297283622925628,1.23419496498955,-0.412656091368353,-0.286781799412147,-0.412917057492276,1.29584071163418,-0.258164994257714
"OG/B",4,"7","E",1.02510466774086,0.2632058,-0.0781627830076232,1.02510466774086,-0.0781627830076233,-0.238630550481327,13.6417752729834,4.84325466713632,2.64177527298345,14,11,"fulton4",0.0256006388707512,-0.443680667998563,-0.412656091368353,-0.286781799412147,-0.412917057492276,1.29584071163418,-0.258164994257714
"OG/G",3,"7","E",-0.97305348624432,0.3037634,-0.921631602639026,-0.973053486244321,-0.921631602639026,0.34680701765603,6.67653962221974,2.79423270369956,1.67653962221974,4,5,"fulton3",0.0277507238117354,0.430305973710285,-0.93768225974285,-0.62748646902753,-0.588149071127645,-0.162891796772026,-0.742224358490929
"OG/G",4,"7","E",-0.512668018224483,0.2800926,-0.206466060610159,-0.512668018224483,-0.206466060610159,0.00512566600145146,6.67653962221974,2.79423270369956,1.67653962221974,4,5,"fulton4",0.0275441435923277,0.346333313485538,-0.93768225974285,-0.62748646902753,-0.588149071127645,-0.162891796772026,-0.742224358490929
"OG/O",3,"8","E",-0.897080851873503,0.200579,-0.673789047238777,-0.897080851873503,-0.673789047238777,-1.14263082397445,30.4387889425186,13.1636682755595,0.438788942518649,6,30,"fulton3",0.0282678699575776,0.640520377179577,0.853470737532725,1.09670935886047,-0.812854347824542,0.128854704909215,1.27468965914747
