"ID_fish","num_fish","cage","trial","boldness","bassin_bold","date_bold","exp_bold","video_bold","exploration","activity","bassin_exp","date_act","video_act","exp_act","mass_1","mass_2","mass_3","mass_4","TL_1","TL_2","TL_3","TL_4","SL_1","SL_2","SL_3","SL_4","BS_pre","BS_post_corps","BS_muscle","BS_post_tot","P04_alive","P04_dead","P013_alive","P013_dead","P06","gonade","treatment","P04_tot","parasite_load","adj_mass3","adj_mass4","dens_tot","dens_bs","dens_ces","fulton1","fulton2","fulton3","fulton4","log_boldness","log_activity","id","z_log_activity","z_log_boldness","z_exploration","tank1","tank2","(id = ID_fish)"
"GO/B",49,"9",1,270,4,"29/06/2022","MG",525,0.2928666,972.81,2,"23/06/2022",2,"JAP",1.8,1.9,2.2,1.9,49.5,49.1,51.9,53.1,41.2,41.6,43.8,43.4,20,30,8,38,0,4,0,0,0,0,"C",4,38,2.188,1.888,38,20.1271186440678,0,0.0257383591693076,0.0263920793980428,0.0260390410435267,0.0230957889037065,1.03291508996115,0.525403580023105,"GO/B",0.525403580023105,1.03291508996114,0.189514769286324,"4","2","GO/B"
"O/GO",54,"9",1,190,2,"30/06/2022","JAP",587,0.2698198,542.54,2,"24/06/2022",575,"JAP",1.2,1.2,1.8,1.8,44.4,46,49.3,49,38.8,37.9,39.1,40.4,22,18,5,23,0,8,0,0,0,1,"C",8,23,1.776,1.776,23,12.9504504504505,0,0.0205440502786869,0.022042640422503,0.0297106866680035,0.0269338766049921,0.663772681798585,-1.02329442609412,"O/GO",-1.02329442609412,0.663772681798585,-0.143159317576508,"2","2","O/GO"
"O/OB",51,"9",1,194,1,"29/06/2022","JAP",4634,0.1879699,1270.69,3,"23/06/2022",957,"MG",1.5,1.8,1.8,1.8,46.7,47.7,52.3,49.8,40.9,42,41,41.9,16,14,9,23,4,2,0,0,0,1,"C",6,27,1.782,1.782,25.2446689113356,12.9068462401796,2.24466891133558,0.0219240778246883,0.0242954324586978,0.0258556898477967,0.0242251029189631,0.68565882653437,1.23387975958048,"O/OB",1.23387975958048,0.68565882653437,-1.32463964206035,"1","3","O/OB"
"B/OB",52,"9",2,69,3,"04/07/2022","MG",1008,0.2905282,732.35,4,"02/07/2022",4544,"MG",1.9,2.1,2.2,2.1,51.1,51.2,54.3,54.2,43.4,42.1,43.2,44.3,2,2,2,4,1,4,0,0,0,1,"C",5,5,2.185,2.085,4.47961630695444,1.91846522781775,0.479616306954436,0.0232425841721623,0.0281431695569277,0.0271019288535792,0.0239825236072287,-0.400294132959892,-0.227639572744276,"B/OB",-0.227639572744276,-0.400294132959893,0.155760621868026,"3","4","B/OB"
"BB/O",50,"9",2,134,1,"06/07/2022","JAP",4678,0.2304189,877.46,3,"03/07/2022",997,"MG",1.8,1.6,1.8,1.9,46.4,49.5,50,50.5,41.1,40.8,42,42.4,0,6,1,7,4,4,0,0,44,1,"C",8,55,1.7408,1.8408,33.0756192959583,3.80269448066058,26.0756192959583,0.0259266878824754,0.0235580583636761,0.0234963826800561,0.0241495496282166,0.296955669050302,0.251808253547863,"BB/O",0.251808253547863,0.296955669050302,-0.711900245994935,"1","3","BB/O"
"G/OG",53,"9",2,9,2,"04/07/2022","JAP",616,0.2235043,567.13,1,"02/07/2022",15,"JAP",2,1.8,2.4,2.5,52,53.3,56,56.4,42.5,43.4,46.2,45.9,2,8,4,12,2,4,0,0,0,0,"C",6,14,2.382,2.482,12.8058017727639,4.8348106365834,0.8058017727639,0.0260533279055567,0.0220192902683643,0.0241554888206937,0.025666326851531,-2.54003238391532,-0.905730526678382,"G/OG",-0.905730526678382,-2.54003238391532,-0.811710555496547,"2","1","G/OG"
"GO/B",49,"9",2,89,3,"05/07/2022","MG",1015,0.3537021,572.49,2,"03/07/2022",604,"JAP",1.8,1.9,2.2,1.9,49.5,49.1,51.9,53.1,41.2,41.6,43.8,43.4,20,30,8,38,0,4,0,0,0,0,"C",4,38,2.188,1.888,38,20.1271186440678,0,0.0257383591693076,0.0263920793980428,0.0260390410435267,0.0230957889037065,-0.132911286094547,-0.880781929781431,"GO/B",-0.880781929781431,-0.132911286094547,1.06765813024506,"3","2","GO/B"
"O/GO",54,"9",2,187,3,"06/07/2022","MG",1023,0.3591954,543.52,2,"03/07/2022",603,"JAP",1.2,1.2,1.8,1.8,44.4,46,49.3,49,38.8,37.9,39.1,40.4,22,18,5,23,0,8,0,0,0,1,"C",8,23,1.776,1.776,23,12.9504504504505,0,0.0205440502786869,0.022042640422503,0.0297106866680035,0.0269338766049921,0.647053544550803,-1.01850800866671,"O/GO",-1.01850800866671,0.647053544550802,1.14695237332278,"3","2","O/GO"
"O/OB",51,"9",2,54,1,"05/07/2022","JAP",4659,0.2925959,689.25,3,"03/07/2022",999,"MG",1.5,1.8,1.8,1.8,46.7,47.7,52.3,49.8,40.9,42,41,41.9,16,14,9,23,4,2,0,0,0,1,"C",6,27,1.782,1.782,25.2446689113356,12.9068462401796,2.24466891133558,0.0219240778246883,0.0242954324586978,0.0258556898477967,0.0242251029189631,-0.657794527362565,-0.38850813092338,"O/OB",-0.38850813092338,-0.657794527362566,0.185607290794137,"1","3","O/OB"
"B/OO",56,"10",1,658,2,"01/07/2022","JAP",591,0.3593265,1383.25,4,"22/06/2022",4500,"MG",2.3,2.7,3,3,55.5,55.9,56.5,59.1,45.8,45.7,46.6,46.4,2,14,10,24,4,6,0,0,24,1,"C",10,52,2.9508,2.9508,33.4889521485699,8.13338755591704,9.48895214856988,0.0239403999787159,0.0282888416036827,0.0291596310541809,0.0295383228607159,1.96867988500292,1.45898820490901,"B/OO",1.45898820490901,1.96867988500292,1.1488447650122,"2","4","B/OO"
"BO/G",55,"10",1,75,4,"30/06/2022","MG",531,0.3324926,1338.88,1,"24/06/2022",4,"JAP",2.4,2.2,2.7,2.8,55.8,56.1,59.1,56.8,46.6,45.6,47,48.4,4,6,0,6,19,10,0,0,0,1,"C",29,25,2.613,2.713,13.0033173608551,2.21157390342794,7.00331736085514,0.0237166580351207,0.0232021458694443,0.0251678337169991,0.0239284026911859,-0.312702007130093,1.37251984353319,"BO/G",1.37251984353319,-0.312702007130093,0.76150495300062,"4","1","BO/G"
"G/OO",59,"10",1,346,4,"30/06/2022","MG",530,0.2830026,1002.83,2,"24/06/2022",576,"JAP",1.6,1.7,2.1,2.2,47,49.5,50.8,50.5,39.5,41.1,42.2,41.6,24,34,6,40,4,10,0,0,2,0,"C",14,46,2.0564,2.1564,42.7824151363383,18.5494342422556,2.78241513633834,0.0259614350994546,0.0244863163334489,0.0273634115473064,0.0299536210599681,1.2934559986411,0.60601090366962,"G/OO",0.60601090366962,1.2934559986411,0.0471306989244965,"4","2","G/OO"
"GO/O",58,"10",1,39,1,"29/06/2022","JAP",1,0.2808456,705.91,1,"23/06/2022",4590,"JAP",2,2,1.9,2.1,49.6,50,52.5,52.4,43.4,43.5,42.4,44,5,24,7,31,11,16,0,0,14,1,"C",27,56,1.8078,2.0078,43.4514393863931,15.4397848391274,12.4514393863931,0.0244658780759603,0.0242975354706053,0.023716620935403,0.0235701540195342,-0.999649766298303,-0.325163498410572,"GO/O",-0.325163498410572,-0.999649766298303,0.0159950095722594,"1","1","GO/O"
"O/OO",60,"10",1,95,4,"29/06/2022","MG",524,0.2858871,1066.4,4,"23/06/2022",4507,"MG",2.4,2.8,2.8,2.8,55.9,55.6,58.3,59.9,47.1,47.2,44.6,48.5,2,12,0,12,8,4,0,0,0,1,"C",12,20,2.764,2.764,14.8943560057887,4.34153400868307,2.89435600578871,0.0229693402088608,0.0266276006797189,0.0311554094041724,0.0242277354539906,-0.0643763168919744,0.769022435532671,"O/OO",0.769022435532671,-0.0643763168919746,0.0887676465074948,"4","4","O/OO"
"OB/B",57,"10",1,279,4,"01/07/2022","MG",4533,0.3584987,1566.94,1,"22/06/2022",950,"JAP",2.6,2.5,2.7,2.8,55.1,53.8,57.7,56.4,45.4,46.2,46.6,45.4,4,8,4,12,6,5,0,0,5,1,"C",11,23,2.663,2.763,15.9811798769453,4.34310532030402,3.98117987694535,0.0277847049559279,0.0253521083340614,0.026315608478136,0.0295265922281649,1.06736069880935,1.7896894958078,"OB/B",1.7896894958078,1.06736069880935,1.13689570444392,"4","1","OB/B"
"B/OO",56,"10",2,59,2,"06/07/2022","JAP",637,0.3218292,709.97,1,"02/07/2022",17,"JAP",2.3,2.7,3,3,55.5,55.9,56.5,59.1,45.8,45.7,46.6,46.4,2,14,10,24,4,6,0,0,24,1,"C",10,52,2.9508,2.9508,33.4889521485699,8.13338755591704,9.48895214856988,0.0239403999787159,0.0282888416036827,0.0291596310541809,0.0295383228607159,-0.564769453592906,-0.309953156624883,"B/OO",-0.309953156624883,-0.564769453592906,0.607581768096289,"2","1","B/OO"
"BO/G",55,"10",2,91,1,"05/07/2022","JAP",4661,0.3177966,1285.97,2,"03/07/2022",606,"JAP",2.4,2.2,2.7,2.8,55.8,56.1,59.1,56.8,46.6,45.6,47,48.4,4,6,0,6,19,10,0,0,0,1,"C",29,25,2.613,2.713,13.0033173608551,2.21157390342794,7.00331736085514,0.0237166580351207,0.0232021458694443,0.0251678337169991,0.0239284026911859,-0.10956594869524,1.26558227662533,"BO/G",1.26558227662533,-0.109565948695241,0.549372319379631,"1","2","BO/G"
"G/OO",59,"10",2,40,2,"05/07/2022","JAP",621,0.3019845,722.35,3,"03/07/2022",1000,"MG",1.6,1.7,2.1,2.2,47,49.5,50.8,50.5,39.5,41.1,42.2,41.6,24,34,6,40,4,10,0,0,2,0,"C",14,46,2.0564,2.1564,42.7824151363383,18.5494342422556,2.78241513633834,0.0259614350994546,0.0244863163334489,0.0273634115473064,0.0299536210599681,-0.97305348624432,-0.264104184888932,"G/OO",-0.264104184888932,-0.973053486244321,0.321129095639945,"2","3","G/OO"
"GO/O",58,"10",2,15,2,"04/07/2022","JAP",615,0.2090164,615.28,1,"03/07/2022",2,"JAP",2,2,1.9,2.1,49.6,50,52.5,52.4,43.4,43.5,42.4,44,5,24,7,31,11,16,0,0,14,1,"C",27,56,1.8078,2.0078,43.4514393863931,15.4397848391274,12.4514393863931,0.0244658780759603,0.0242975354706053,0.023716620935403,0.0235701540195342,-2.0034116244538,-0.689604720518535,"GO/O",-0.689604720518535,-2.0034116244538,-1.02083932404836,"2","1","GO/O"
"O/OO",60,"10",2,36,1,"04/07/2022","JAP",4652,0.246333,732.63,1,"03/07/2022",1,"JAP",2.4,2.8,2.8,2.8,55.9,55.6,58.3,59.9,47.1,47.2,44.6,48.5,2,12,0,12,8,4,0,0,0,1,"C",12,20,2.764,2.764,14.8943560057887,4.34153400868307,2.89435600578871,0.0229693402088608,0.0266276006797189,0.0311554094041724,0.0242277354539906,-1.0837343865342,-0.226625744147175,"O/OO",-0.226625744147175,-1.0837343865342,-0.482184680895059,"1","1","O/OO"
"OB/B",57,"10",2,36,2,"06/07/2022","JAP",636,0.2433132,1474.22,3,"02/07/2022",995,"MG",2.6,2.5,2.7,2.8,55.1,53.8,57.7,56.4,45.4,46.2,46.6,45.4,4,8,4,12,6,5,0,0,5,1,"C",11,23,2.663,2.763,15.9811798769453,4.34310532030402,3.98117987694535,0.0277847049559279,0.0253521083340614,0.026315608478136,0.0295265922281649,-1.0837343865342,1.62791614965175,"OB/B",1.62791614965175,-1.0837343865342,-0.525774645988191,"2","3","OB/B"
"B/GR",61,"C1",1,30,1,"28/06/2022","JAP",4620,0.2269338,1059.2,4,"22/06/2022",4501,"MG",3.1,2.7,2.8,2.6,57.5,56.9,56.1,56,47.2,49.2,47.5,47,2,2,2,4,0,0,0,0,0,1,"C",0,4,2.8,2.6,4,1.53846153846154,0,0.0294805578954031,0.0226708840556579,0.0261262574719347,0.0250426206139295,-1.27526262576324,0.751054804847448,"B/GR",0.751054804847448,-1.27526262576324,-0.762206685939988,"1","4","B/GR"
"BR/G",62,"C1",1,146,3,"01/07/2022","MG",984,0.2058559,784.07,1,"22/06/2022",951,"JAP",3.1,3.1,3,2.9,56.2,56.5,58.8,57,45.1,48.4,47.7,47.3,2,13,1,14,0,0,0,0,0,0,"C",0,14,3,2.9,14,4.82758620689655,0,0.0337934139492301,0.0273417059869798,0.0276417870957136,0.0274040389225424,0.387053453669567,-0.0466532761717376,"BR/G",-0.0466532761717377,0.387053453669567,-1.0664602541354,"3","1","BR/G"
"GB/R",64,"C1",1,45,4,"29/06/2022","MG",526,0.1988783,977.81,3,"23/06/2022",956,"MG",3.1,2.9,2.9,2.9,58.2,59.5,57,57,48.9,50.4,45.5,46.6,8,10,1,11,0,0,0,0,0,0,"C",0,11,2.9,2.9,11,3.79310344827586,0,0.0265115498122644,0.022651991425612,0.0307867473668705,0.0286576284591042,-0.849322766591609,0.539000372810243,"GB/R",0.539000372810242,-0.849322766591609,-1.16717995094772,"4","3","GB/R"
"O/BO",63,"C1",1,94,3,"29/06/2022","MG",975,0.3064516,978.85,1,"23/06/2022",4591,"JAP",2.8,2.9,2.9,2.9,57.3,59.5,57.1,57.1,46.5,47.9,46.2,46.7,4,12,2,14,0,0,0,0,0,0,"C",0,14,2.9,2.9,14,4.82758620689655,0,0.0278483310271434,0.0263870875278528,0.0294084456675113,0.0284739262735231,-0.0754927904623348,0.541819769656983,"O/BO",0.541819769656983,-0.0754927904623351,0.385610429856624,"3","1","O/BO"
"RG/B",66,"C1",1,199,3,"30/06/2022","MG",980,0.2572509,1436.42,1,"24/06/2022",6,"JAP",2.5,1.8,2.1,2.2,51.7,53,51.6,52.4,44,44.3,44.1,43.1,0,0,0,0,0,2,0,0,0,1,"C",2,0,2.094,2.194,0,0,0,0.0293482344102179,0.020704336927104,0.0244152350087047,0.0274034228873613,0.71239047118482,1.55902460534298,"RG/B",1.55902460534298,0.71239047118482,-0.324587859949864,"3","1","RG/B"
"RG/R",65,"C1",1,45,1,"30/06/2022","JAP",15,0.2299285,1228.21,2,"24/06/2022",574,"JAP",2.2,1.8,1.9,1.9,52.2,51.7,50.9,50.9,42.5,43.1,41.4,39.9,4,8,3,11,0,0,0,0,0,1,"C",0,11,1.9,1.9,11,5.78947368421053,0,0.0286586606961124,0.0224822977198041,0.0267764240745194,0.029911274187378,-0.849322766591609,1.14369863078822,"RG/R",1.14369863078822,-0.849322766591609,-0.718979032299217,"1","2","RG/R"
"B/GR",61,"C1",2,116,3,"04/07/2022","MG",1010,0.349136,1067.58,3,"02/07/2022",994,"MG",3.1,2.7,2.8,2.6,57.5,56.9,56.1,56,47.2,49.2,47.5,47,2,2,2,4,0,0,0,0,0,1,"C",0,4,2.8,2.6,4,1.53846153846154,0,0.0294805578954031,0.0226708840556579,0.0261262574719347,0.0250426206139295,0.145421895001317,0.771955556017695,"B/GR",0.771955556017695,0.145421895001317,1.00174775882585,"3","3","B/GR"
"BR/G",62,"C1",2,383,3,"06/07/2022","MG",1022,0.2771429,637.2,2,"02/07/2022",602,"JAP",3.1,3.1,3,2.9,56.2,56.5,58.8,57,45.1,48.4,47.7,47.3,2,13,1,14,0,0,0,0,0,0,"C",0,14,3,2.9,14,4.82758620689655,0,0.0337934139492301,0.0273417059869798,0.0276417870957136,0.0274040389225424,1.40018251165179,-0.596761051845051,"BR/G",-0.596761051845052,1.40018251165179,-0.0374524252745304,"3","2","BR/G"
"GB/R",64,"C1",2,47,2,"05/07/2022","JAP",623,0.2274065,905.44,1,"03/07/2022",3,"JAP",3.1,2.9,2.9,2.9,58.2,59.5,57,57,48.9,50.4,45.5,46.6,8,10,1,11,0,0,0,0,0,0,"C",0,11,2.9,2.9,11,3.79310344827586,0,0.0265115498122644,0.022651991425612,0.0307867473668705,0.0286576284591042,-0.803641789152894,0.335060235035239,"GB/R",0.335060235035239,-0.803641789152894,-0.755383394165856,"2","1","GB/R"
"O/BO",63,"C1",2,29,1,"04/07/2022","JAP",4,0.2337116,501.88,1,"03/07/2022",4,"JAP",2.8,2.9,2.9,2.9,57.3,59.5,57.1,57.1,46.5,47.9,46.2,46.7,4,12,2,14,0,0,0,0,0,0,"C",0,14,2.9,2.9,14,4.82758620689655,0,0.0278483310271434,0.0263870875278528,0.0294084456675113,0.0284739262735231,-1.3108761023798,-1.22990376144186,"O/BO",-1.22990376144186,-1.3108761023798,-0.664371046027336,"1","1","O/BO"
"RG/B",66,"C1",2,180,4,"06/07/2022","MG",4569,0.369074,684.67,3,"03/07/2022",998,"MG",2.5,1.8,2.1,2.2,51.7,53,51.6,52.4,44,44.3,44.1,43.1,0,0,0,0,0,2,0,0,0,1,"C",2,0,2.094,2.194,0,0,0,0.0293482344102179,0.020704336927104,0.0244152350087047,0.0274034228873613,0.606975230789509,-0.406190637873228,"RG/B",-0.406190637873228,0.606975230789509,1.28954719058519,"4","3","RG/B"
"RG/R",65,"C1",2,87,4,"05/07/2022","MG",4564,0.241869,590.77,4,"03/07/2022",4547,"MG",2.2,1.8,1.9,1.9,52.2,51.7,50.9,50.9,42.5,43.1,41.4,39.9,4,8,3,11,0,0,0,0,0,1,"C",0,11,1.9,1.9,11,5.78947368421053,0,0.0286586606961124,0.0224822977198041,0.0267764240745194,0.029911274187378,-0.156787244517606,-0.797418927777609,"RG/R",-0.797418927777609,-0.156787244517606,-0.546621267482164,"4","4","RG/R"
"B/GG",71,"C2",1,396,2,"30/06/2022","JAP",588,0.1302409,752.78,4,"24/06/2022",4514,"MG",2,1.9,2,2.1,50.5,51.5,50.1,52.3,41.4,40.5,41.7,41.3,0,2,2,4,0,2,0,1,0,0,"C",2,4,1.994,2.094,4,1.91021967526266,0,0.0281857095521257,0.0286014816320156,0.0274990055744511,0.0297253188895728,1.43524728261501,-0.154665348126486,"B/GG",-0.154665348126486,1.43524728261501,-2.1579415477698,"2","4","B/GG"
"G/BB",68,"C2",1,99,1,"01/07/2022","JAP",12,0.2825712,1436.08,4,"22/06/2022",4502,"MG",2.3,1.8,1.9,1.9,51.3,52,51.8,52.1,43.2,42.1,42.6,43.2,4,4,2,6,0,0,0,0,0,1,"C",0,6,1.9,1.9,6,3.15789473684211,0,0.0285283461616623,0.0241227167630809,0.0245767699129009,0.0235668946552863,-0.0210507147661112,1.5583967536379,"G/BB",1.5583967536379,-0.0210507147661115,0.0409035610540495,"1","4","G/BB"
"G/RG",67,"C2",1,184,4,"01/07/2022","MG",4534,0.08152415,303.47,3,"22/06/2022",4585,"MG",2,1.8,1.5,1.6,47.4,47.5,49.3,50.2,44.4,41.6,41.8,41.8,19,19,8,27,0,3,0,0,0,0,"C",3,27,1.491,1.591,27,16.9704588309239,0,0.0228497306656547,0.0250030225876195,0.0204149724475917,0.0217841858914275,0.63006400524959,-2.56417392733233,"G/RG",-2.56417392733233,0.63006400524959,-2.86115415521096,"4","3","G/RG"
"GG/B",72,"C2",1,207,1,"30/06/2022","JAP",14,0.2601381,1131.07,3,"24/06/2022",962,"MG",1.8,1.8,1.8,1.8,48.3,51.4,50,50.6,41.1,43,40.9,41.1,0,1,0,1,0,2,0,0,0,0,"C",2,1,1.794,1.794,1,0.557413600891862,0,0.0259266878824754,0.0226395160174576,0.0262211970783272,0.0258402655895338,0.753794724902301,0.925172989036363,"GG/B",0.925172989036362,0.753794724902301,-0.282911938624979,"1","3","GG/B"
"GR/B",69,"C2",1,66,2,"29/06/2022","JAP",4635,0.214444,730.92,2,"23/06/2022",4,"JAP",1.9,1.5,1.8,1.9,50.1,52.6,49,49.6,41.7,43.1,41.5,40.5,1,2,1,3,0,1,0,0,0,0,"C",1,3,1.797,1.897,3,1.58144438587243,0,0.0262026632855853,0.0187352480998368,0.0251422295365232,0.0285563213978598,-0.446990573937747,-0.232823392628786,"GR/B",-0.232823392628786,-0.446990573937747,-0.942493442023237,"2","2","GR/B"
"R/BB",70,"C2",1,311,3,"29/06/2022","MG",976,0.1191848,1514.84,3,"23/06/2022",955,"MG",2.2,2,2.1,2.1,54.9,53.3,52.1,51.8,45.1,42.8,41.3,42.7,0,4,1,5,0,3,0,0,0,1,"C",3,5,2.091,2.091,5,2.39120038259206,0,0.0239824228026795,0.0255093086528391,0.0296827324728256,0.026857798285039,1.18142484501694,1.70000535185547,"R/BB",1.70000535185547,1.18142484501694,-2.31753324691086,"3","3","R/BB"
"B/GG",71,"C2",2,61,4,"05/07/2022","MG",4563,0.03069171,462.82,4,"03/07/2022",4553,"MG",2,1.9,2,2.1,50.5,51.5,50.1,52.3,41.4,40.5,41.7,41.3,0,2,2,4,0,2,0,1,0,0,"C",2,4,1.994,2.094,4,1.91021967526266,0,0.0281857095521257,0.0286014816320156,0.0274990055744511,0.0297253188895728,-0.52974964579658,-1.44479348649975,"B/GG",-1.44479348649975,-0.52974964579658,-3.59490615375348,"4","4","B/GG"
"G/BB",68,"C2",2,16,4,"06/07/2022","MG",4570,0.3513514,1056.75,3,"02/07/2022",996,"MG",2.3,1.8,1.9,1.9,51.3,52,51.8,52.1,43.2,42.1,42.6,43.2,4,4,2,6,0,0,0,0,0,1,"C",0,6,1.9,1.9,6,3.15789473684211,0,0.0285283461616623,0.0241227167630809,0.0245767699129009,0.0235668946552863,-1.93561410487747,0.744912956713725,"G/BB",0.744912956713725,-1.93561410487747,1.03372643578039,"4","3","G/BB"
"G/RG",67,"C2",2,75,3,"06/07/2022","MG",1021,0.258548,394.97,2,"02/07/2022",601,"JAP",2,1.8,1.5,1.6,47.4,47.5,49.3,50.2,44.4,41.6,41.8,41.8,19,19,8,27,0,3,0,0,0,0,"C",3,27,1.491,1.591,27,16.9704588309239,0,0.0228497306656547,0.0250030225876195,0.0204149724475917,0.0217841858914275,-0.312702007130093,-1.86524436928229,"G/RG",-1.86524436928229,-0.312702007130093,-0.305864585652791,"3","2","G/RG"
"GG/B",72,"C2",2,68,3,"05/07/2022","MG",1015,0.3346995,526.27,2,"03/07/2022",608,"JAP",1.8,1.8,1.8,1.8,48.3,51.4,50,50.6,41.1,43,40.9,41.1,0,1,0,1,0,2,0,0,0,0,"C",2,1,1.794,1.794,1,0.557413600891862,0,0.0259266878824754,0.0226395160174576,0.0262211970783272,0.0258402655895338,-0.415630127217287,-1.10404744921654,"GG/B",-1.10404744921654,-0.415630127217287,0.793360934841812,"3","2","GG/B"
"GR/B",69,"C2",2,100,4,"04/07/2022","MG",4558,0.3688933,568.02,4,"03/07/2022",4552,"MG",1.9,1.5,1.8,1.9,50.1,52.6,49,49.6,41.7,43.1,41.5,40.5,1,2,1,3,0,1,0,0,0,0,"C",1,3,1.797,1.897,3,1.58144438587243,0,0.0262026632855853,0.0187352480998368,0.0251422295365232,0.0285563213978598,-0.0104928676111686,-0.901571659615685,"GR/B",-0.901571659615685,-0.0104928676111688,1.28693883682258,"4","4","GR/B"
"R/BB",70,"C2",2,125,4,"04/07/2022","MG",4557,0.3947368,613.31,1,"03/07/2022",6,"JAP",2.2,2,2.1,2.1,54.9,53.3,52.1,51.8,45.1,42.8,41.3,42.7,0,4,1,5,0,3,0,0,0,1,"C",3,5,2.091,2.091,5,2.39120038259206,0,0.0239824228026795,0.0255093086528391,0.0296827324728256,0.026857798285039,0.223918752331424,-0.698110180755187,"R/BB",-0.698110180755187,0.223918752331423,1.65998250292111,"4","1","R/BB"
"BB/R",3,"1",3,439,4,"15/08/2022","MG",4618,0.2866637,919.56,3,"12/08/2022",1086,"MG",1.9,1.9,2.4,2.3,51.1,50.9,53.3,52.5,41.9,40.9,43.6,44.6,4,8,6,14,3,0,2,0,0,0,"E",3,17,2.391,2.291,15.3094718463553,6.11086861632475,1.3094718463553,0.0258292343131481,0.0277704985779385,0.0288482922004063,0.0258238216153976,1.54353797265996,0.376101306479046,"BB/R",0.376101306479046,1.54353797265996,0.0999776494518377,"4","3","BB/R"
"BG/B",5,"1",3,237,4,"16/08/2022","MG",4623,0.2547289,824.98,4,"13/08/2022",4604,"MG",2.7,2.5,3.1,2.7,56.1,57.5,58,56.8,43.2,45.6,46.7,47,0,1,2,3,7,3,0,0,0,1,"E",10,10,3.07,2.67,5.62172284644195,1.12359550561798,2.62172284644195,0.0334897976680384,0.0263660748516413,0.0301430874688676,0.0257168450150737,0.895970397972468,0.0882404471944296,"BG/B",0.0882404471944296,0.895970397972467,-0.360992221816504,"4","4","BG/B"
"BR/B",4,"1",3,46,3,"16/08/2022","MG",1109,0.2351165,1114.74,1,"13/08/2022",1,"SGG",2.6,2.8,2.5,2.3,52.1,54.8,54.6,54.9,41.6,44.8,44.9,44.2,0,8,2,10,12,6,0,0,0,1,"E",18,22,2.446,2.246,15.3428317008014,4.45235975066785,5.34283170080142,0.0361154770710059,0.0311403858418367,0.0270219962695283,0.026010155216933,-0.826233992131528,0.886602155532956,"BR/B",0.886602155532956,-0.826233992131528,-0.644091708998612,"3","1","BR/B"
"BR/R",1,"1",3,36,4,"17/08/2022","MG",4630,0.2946506,693.43,2,"14/08/2022",707,"SGG",2.1,2.4,2.3,2,52.5,52.3,53.3,54.7,42,44.4,44.1,43.6,2,6,2,8,5,0,0,0,0,0,"E",5,13,2.285,1.985,10.5188916876574,4.03022670025189,2.51889168765743,0.0283446712018141,0.0274196767987856,0.0266422215830421,0.0239497532487689,-1.0837343865342,-0.372472202091828,"BR/R",-0.372472202091829,-1.0837343865342,0.215266308370418,"4","2","BR/R"
"RG/G",6,"1",3,231,2,"15/08/2022","SGG",712,0.2900378,563.43,1,"12/08/2022",2,"JAP",1.9,1.9,2.1,2.1,49.4,47.9,52.1,50.7,41.2,38.6,42.4,42,4,15,3,18,11,3,0,0,2,0,"E",14,31,2.0564,2.0564,24.3217272904104,8.7531608636452,6.32172729041043,0.0271682680120469,0.0330363217317654,0.0269780170879316,0.0277561818378145,0.869033102836951,-0.923090452101582,"RG/G",-0.923090452101582,0.869033102836951,0.148681835563744,"2","1","RG/G"
"RR/R",2,"1",3,141,2,"17/08/2022","JAP",4,0.3167922,717.78,4,"14/08/2022",4612,"MG",2.4,2,2.1,2.1,52.9,52.4,54.4,51.4,41.7,43.2,42.2,41.1,0,0,0,0,7,0,0,0,2,1,"E",7,9,2.0774,2.0774,4.33233850004814,0,4.33233850004814,0.0330981009923183,0.0248072575318803,0.0276428472808668,0.0299222785594746,0.350447068709301,-0.280936899361295,"RR/R",-0.280936899361295,0.3504470687093,0.534874087397534,"2","4","RR/R"
"BB/R",3,"1",4,70,1,"23/08/2022","MG",4767,0.3638434,582.93,1,"18/08/2022",2,"MG",1.9,1.9,2.4,2.3,51.1,50.9,53.3,52.5,41.9,40.9,43.6,44.6,4,8,6,14,3,0,2,0,0,0,"E",3,17,2.391,2.291,15.3094718463553,6.11086861632475,1.3094718463553,0.0258292343131481,0.0277704985779385,0.0288482922004063,0.0258238216153976,-0.385178808160181,-0.832851576099349,"BB/R",-0.832851576099349,-0.385178808160181,1.21404494824592,"1","1","BB/R"
"BG/B",5,"1",4,43,2,"24/08/2022","MG",3,0.1670359,462.51,1,"19/08/2022",2,"MG",2.7,2.5,3.1,2.7,56.1,57.5,58,56.8,43.2,45.6,46.7,47,0,1,2,3,7,3,0,0,0,1,"E",10,10,3.07,2.67,5.62172284644195,1.12359550561798,2.62172284644195,0.0334897976680384,0.0263660748516413,0.0301430874688676,0.0257168450150737,-0.897080851873503,-1.44657055129692,"BG/B",-1.44657055129692,-0.897080851873503,-1.62681605416036,"2","1","BG/B"
"BR/B",4,"1",4,15,2,"24/08/2022","MG",1,0.2972973,581.39,4,"19/08/2022",4642,"MG",2.6,2.8,2.5,2.3,52.1,54.8,54.6,54.9,41.6,44.8,44.9,44.2,0,8,2,10,12,6,0,0,0,1,"E",18,22,2.446,2.246,15.3428317008014,4.45235975066785,5.34283170080142,0.0361154770710059,0.0311403858418367,0.0270219962695283,0.026010155216933,-2.0034116244538,-0.839867531390096,"BR/B",-0.839867531390096,-2.0034116244538,0.253470679723485,"2","4","BR/B"
