"ID_fish","before_bold","trial","cage","treatment","log_boldness","dens_tot","dens_ces","dens_bs2","name","after_bold"
"R/GR",NA,4,"8","E",-1.24734660118957,3.34846342733834,2.60436044348538,0.744102983852965,"z_log_boldness",-1.24734660118957
"R/RB",0.0293976115528798,1,"6","C",0.0293976115528794,0,0,0,"z_log_boldness",NA
"R/RB",0.633732352972775,2,"6","C",0.633732352972775,0,0,0,"z_log_boldness",NA
"R/RB",NA,3,"6","E",1.2782373385266,21.6998191681736,17.4804098854732,4.21940928270042,"z_log_boldness",1.2782373385266
"R/RB",NA,4,"6","E",0.286992043481126,21.6998191681736,17.4804098854732,4.21940928270042,"z_log_boldness",0.286992043481127
"R/RG",0.278842280766096,1,"6","C",0.278842280766096,0,0,0,"z_log_boldness",NA
"R/RG",-0.129254375412306,2,"6","C",-0.129254375412306,0,0,0,"z_log_boldness",NA
"R/RG",NA,3,"6","E",0.943212688725089,5.40832882639265,4.86749594375338,0.540832882639264,"z_log_boldness",0.943212688725089
"R/RG",NA,4,"6","E",1.14902295292911,5.40832882639265,4.86749594375338,0.540832882639264,"z_log_boldness",1.14902295292911
"R/RR",1.24745542273891,1,"4","C",1.24745542273891,0,0,0,"z_log_boldness",NA
"R/RR",-0.317680957123978,2,"4","C",-0.317680957123978,0,0,0,"z_log_boldness",NA
"R/RR",NA,3,"4","E",-0.51309708217596,32.8992460589445,24.6744345442084,8.22481151473612,"z_log_boldness",-0.513097082175959
"R/RR",NA,4,"4","E",-0.47777801281711,32.8992460589445,24.6744345442084,8.22481151473612,"z_log_boldness",-0.477778012817109
"RB/B",1.86882781419834,1,"2","C",1.86882781419834,0,0,0,"z_log_boldness",NA
"RB/B",0.574509966565068,2,"2","C",0.574509966565067,0,0,0,"z_log_boldness",NA
"RB/B",NA,3,"2","E",1.35412470393112,6.84324933580227,2.41526447145962,4.42798486434265,"z_log_boldness",1.35412470393112
"RB/B",NA,4,"2","E",-0.647495119726398,6.84324933580227,2.41526447145962,4.42798486434265,"z_log_boldness",-0.647495119726397
"RB/G",0.598618668819436,1,"2","C",0.598618668819435,0,0,0,"z_log_boldness",NA
"RB/G",0.845590923909686,2,"2","C",0.845590923909685,0,0,0,"z_log_boldness",NA
"RB/G",NA,3,"2","E",-2.15111601143708,6.33927816752599,3.38094835601386,2.95832981151213,"z_log_boldness",-2.15111601143708
"RB/G",NA,4,"2","E",-1.90838876557546,6.33927816752599,3.38094835601386,2.95832981151213,"z_log_boldness",-1.90838876557546
"RB/R",0.580591496826851,1,"2","C",0.580591496826851,0,0,0,"z_log_boldness",NA
"RB/R",0.921842667346828,2,"2","C",0.921842667346827,0,0,0,"z_log_boldness",NA
"RB/R",NA,3,"2","E",-0.26015157396847,25.4022015241321,16.4055884843353,8.99661303979678,"z_log_boldness",-0.260151573968469
"RB/R",NA,4,"2","E",0.430480370384652,25.4022015241321,16.4055884843353,8.99661303979678,"z_log_boldness",0.430480370384653
"RG/B",0.763085316320188,1,"C1","C",0.763085316320188,0,0,0,"z_log_boldness",NA
"RG/B",0.662086064455774,2,"C1","C",0.662086064455774,0,0,0,"z_log_boldness",NA
"RG/B",NA,3,"C1","E",-0.0134382231101598,0,0,0,"z_log_boldness",-0.0134382231101594
"RG/B",NA,4,"C1","E",-1.50029210939706,0,0,0,"z_log_boldness",-1.50029210939706
"RG/G",1.77154941757388,1,"1","C",1.77154941757388,0,0,0,"z_log_boldness",NA
"RG/G",-0.0581784863378257,2,"1","C",-0.0581784863378261,0,0,0,"z_log_boldness",NA
"RG/G",NA,3,"1","E",0.913165973989891,13.1297412954678,6.32172729041043,6.80801400505738,"z_log_boldness",0.913165973989891
"RG/G",NA,4,"1","E",-0.117054344872901,13.1297412954678,6.32172729041043,6.80801400505738,"z_log_boldness",-0.117054344872901
"RG/R",-0.73320561894373,1,"C1","C",-0.73320561894373,0,0,0,"z_log_boldness",NA
"RG/R",-0.0696813566387062,2,"C1","C",-0.0696813566387066,0,0,0,"z_log_boldness",NA
"RG/R",NA,3,"C1","E",0.556041738388335,3.68421052631579,0,3.68421052631579,"z_log_boldness",0.556041738388336
"RG/R",NA,4,"C1","E",-1.54939893130054,3.68421052631579,0,3.68421052631579,"z_log_boldness",-1.54939893130054
"RR/B",1.29029125740195,1,"2","C",1.29029125740195,0,0,0,"z_log_boldness",NA
"RR/B",-0.394549611518906,2,"2","C",-0.394549611518907,0,0,0,"z_log_boldness",NA
"RR/B",NA,3,"2","E",0.245566847025337,12.1384476659499,2.08087674273427,10.0575709232156,"z_log_boldness",0.245566847025337
"RR/B",NA,4,"2","E",-0.668248230146872,12.1384476659499,2.08087674273427,10.0575709232156,"z_log_boldness",-0.668248230146872
"RR/R",-1.21074292387571,1,"1","C",-1.21074292387571,0,0,0,"z_log_boldness",NA
"RR/R",0.451377111229363,2,"1","C",0.451377111229362,0,0,0,"z_log_boldness",NA
"RR/R",NA,3,"1","E",0.416304217778824,4.33233850004814,4.33233850004814,0,"z_log_boldness",0.416304217778824
"RR/R",NA,4,"1","E",-0.495282631349996,4.33233850004814,4.33233850004814,0,"z_log_boldness",-0.495282631349995
